frame,x,y,visible
0,-1.0,-1.0,0
1,1270.9,252.3,1
2,1269.8,250.6,1
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,-1.0,-1.0,0
51,-1.0,-1.0,0
52,-1.0,-1.0,0
53,-1.0,-1.0,0
54,-1.0,-1.0,0
55,-1.0,-1.0,0
56,-1.0,-1.0,0
57,-1.0,-1.0,0
58,-1.0,-1.0,0
59,-1.0,-1.0,0
60,-1.0,-1.0,0
61,-1.0,-1.0,0
62,-1.0,-1.0,0
63,-1.0,-1.0,0
64,-1.0,-1.0,0
65,-1.0,-1.0,0
66,-1.0,-1.0,0
67,-1.0,-1.0,0
68,-1.0,-1.0,0
69,-1.0,-1.0,0
70,-1.0,-1.0,0
71,-1.0,-1.0,0
72,-1.0,-1.0,0
73,-1.0,-1.0,0
74,-1.0,-1.0,0
75,-1.0,-1.0,0
76,-1.0,-1.0,0
77,-1.0,-1.0,0
78,-1.0,-1.0,0
79,-1.0,-1.0,0
80,-1.0,-1.0,0
81,-1.0,-1.0,0
82,-1.0,-1.0,0
83,-1.0,-1.0,0
84,-1.0,-1.0,0
85,-1.0,-1.0,0
86,-1.0,-1.0,0
87,-1.0,-1.0,0
88,-1.0,-1.0,0
89,-1.0,-1.0,0
90,-1.0,-1.0,0
91,-1.0,-1.0,0
92,-1.0,-1.0,0
93,1748.7,747.1,1
94,1748.7,747.1,1
95,1749.6,747.2,1
96,1749.6,747.1,1
97,1751.1,747.6,1
98,1751.1,747.6,1
99,1752.0,748.0,1
100,1752.0,748.0,1
101,1752.2,747.6,1
102,1751.6,746.9,1
103,1751.6,747.0,1
104,1750.6,747.2,1
105,1750.6,747.1,1
106,1685.4,868.5,1
107,1685.4,868.5,1
108,1684.4,864.9,1
109,1684.4,865.0,1
110,1683.6,863.5,1
111,1684.3,862.5,1
112,1684.9,863.2,1
113,1686.9,864.3,1
114,1687.0,864.7,1
115,1687.1,865.3,1
116,1686.8,865.8,1
117,1357.6,1078.4,1
118,1357.0,1078.4,1
119,-1.0,-1.0,0
120,1357.6,1078.5,1
121,1358.2,1078.6,1
122,-1.0,-1.0,0
123,-1.0,-1.0,0
124,-1.0,-1.0,0
125,-1.0,-1.0,0
126,-1.0,-1.0,0
127,-1.0,-1.0,0
128,-1.0,-1.0,0
129,-1.0,-1.0,0
130,-1.0,-1.0,0
131,1358.3,1078.6,1
132,1357.8,1078.3,1
133,1357.8,1078.1,1
134,1358.9,1078.3,1
135,1358.8,1078.3,1
136,1358.7,1078.1,1
137,1358.5,1078.4,1
138,1358.8,1078.9,1
139,1358.7,1078.6,1
140,1358.7,1078.6,1
141,1358.6,1078.7,1
142,1358.6,1078.6,1
143,-1.0,-1.0,0
144,1359.5,1079.0,1
145,-1.0,-1.0,0
146,1359.8,1078.9,1
147,-1.0,-1.0,0
148,-1.0,-1.0,0
149,-1.0,-1.0,0
150,-1.0,-1.0,0
151,-1.0,-1.0,0
152,-1.0,-1.0,0
153,-1.0,-1.0,0
154,-1.0,-1.0,0
155,-1.0,-1.0,0
156,-1.0,-1.0,0
157,-1.0,-1.0,0
158,-1.0,-1.0,0
159,-1.0,-1.0,0
160,-1.0,-1.0,0
161,-1.0,-1.0,0
162,-1.0,-1.0,0
163,-1.0,-1.0,0
164,-1.0,-1.0,0
165,-1.0,-1.0,0
166,-1.0,-1.0,0
167,-1.0,-1.0,0
168,-1.0,-1.0,0
169,-1.0,-1.0,0
170,-1.0,-1.0,0
171,-1.0,-1.0,0
172,-1.0,-1.0,0
173,-1.0,-1.0,0
174,-1.0,-1.0,0
175,-1.0,-1.0,0
176,-1.0,-1.0,0
177,-1.0,-1.0,0
178,-1.0,-1.0,0
179,-1.0,-1.0,0
180,-1.0,-1.0,0
181,-1.0,-1.0,0
182,-1.0,-1.0,0
183,-1.0,-1.0,0
184,-1.0,-1.0,0
185,-1.0,-1.0,0
186,-1.0,-1.0,0
187,-1.0,-1.0,0
188,-1.0,-1.0,0
189,-1.0,-1.0,0
190,-1.0,-1.0,0
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,-1.0,-1.0,0
201,1263.7,522.5,1
202,-1.0,-1.0,0
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,1335.1,486.4,1
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,1417.6,442.5,1
217,1429.7,446.3,1
218,1437.5,449.5,1
219,1462.4,459.3,1
220,1235.8,409.4,1
221,1484.4,474.8,1
222,1497.4,487.5,1
223,1235.6,407.6,1
224,-1.0,-1.0,0
225,-1.0,-1.0,0
226,-1.0,-1.0,0
227,-1.0,-1.0,0
228,-1.0,-1.0,0
229,-1.0,-1.0,0
230,-1.0,-1.0,0
231,-1.0,-1.0,0
232,-1.0,-1.0,0
233,-1.0,-1.0,0
234,-1.0,-1.0,0
235,-1.0,-1.0,0
236,1606.9,557.9,1
237,-1.0,-1.0,0
238,-1.0,-1.0,0
239,-1.0,-1.0,0
240,-1.0,-1.0,0
241,-1.0,-1.0,0
242,-1.0,-1.0,0
243,-1.0,-1.0,0
244,-1.0,-1.0,0
245,-1.0,-1.0,0
246,-1.0,-1.0,0
247,-1.0,-1.0,0
248,-1.0,-1.0,0
249,-1.0,-1.0,0
250,-1.0,-1.0,0
251,-1.0,-1.0,0
252,-1.0,-1.0,0
253,-1.0,-1.0,0
254,-1.0,-1.0,0
255,-1.0,-1.0,0
256,-1.0,-1.0,0
257,-1.0,-1.0,0
258,-1.0,-1.0,0
259,-1.0,-1.0,0
260,-1.0,-1.0,0
261,-1.0,-1.0,0
262,-1.0,-1.0,0
263,-1.0,-1.0,0
264,-1.0,-1.0,0
265,-1.0,-1.0,0
266,-1.0,-1.0,0
267,-1.0,-1.0,0
268,1259.6,413.1,1
269,1259.6,413.1,1
270,-1.0,-1.0,0
271,-1.0,-1.0,0
272,-1.0,-1.0,0
273,-1.0,-1.0,0
274,-1.0,-1.0,0
275,-1.0,-1.0,0
276,1765.3,579.5,1
277,1765.3,579.5,1
278,-1.0,-1.0,0
279,-1.0,-1.0,0
280,1776.9,581.1,1
281,1777.5,582.1,1
282,1777.5,582.1,1
283,1779.8,581.0,1
284,-1.0,-1.0,0
285,1782.6,581.4,1
286,1783.7,581.9,1
287,1783.7,582.0,1
288,1784.0,581.9,1
289,1217.2,501.4,1
290,-1.0,-1.0,0
291,-1.0,-1.0,0
292,-1.0,-1.0,0
293,-1.0,-1.0,0
294,1797.9,584.5,1
295,1647.7,752.2,1
296,1647.7,752.2,1
297,-1.0,-1.0,0
298,-1.0,-1.0,0
299,-1.0,-1.0,0
300,-1.0,-1.0,0
301,-1.0,-1.0,0
302,-1.0,-1.0,0
303,-1.0,-1.0,0
304,-1.0,-1.0,0
305,-1.0,-1.0,0
306,-1.0,-1.0,0
307,1805.9,585.9,1
308,1173.9,505.6,1
309,1808.4,585.2,1
310,1808.4,585.2,1
311,1810.6,585.5,1
312,900.0,716.8,1
313,900.0,716.8,1
314,1810.0,584.8,1
315,899.7,710.3,1
316,-1.0,-1.0,0
317,-1.0,-1.0,0
318,-1.0,-1.0,0
319,-1.0,-1.0,0
320,1331.0,1037.2,1
321,1331.0,1037.2,1
322,-1.0,-1.0,0
323,-1.0,-1.0,0
324,-1.0,-1.0,0
325,-1.0,-1.0,0
326,-1.0,-1.0,0
327,-1.0,-1.0,0
328,1105.6,507.6,1
329,1105.6,507.6,1
330,1009.4,514.4,1
331,1009.4,514.4,1
332,-1.0,-1.0,0
333,-1.0,-1.0,0
334,-1.0,-1.0,0
335,-1.0,-1.0,0
336,-1.0,-1.0,0
337,-1.0,-1.0,0
338,-1.0,-1.0,0
339,-1.0,-1.0,0
340,-1.0,-1.0,0
341,-1.0,-1.0,0
342,-1.0,-1.0,0
343,-1.0,-1.0,0
344,-1.0,-1.0,0
345,-1.0,-1.0,0
346,-1.0,-1.0,0
347,-1.0,-1.0,0
348,-1.0,-1.0,0
349,-1.0,-1.0,0
350,-1.0,-1.0,0
351,-1.0,-1.0,0
352,-1.0,-1.0,0
353,1091.3,512.7,1
354,1091.3,512.6,1
355,1089.7,514.4,1
356,1089.7,514.4,1
357,-1.0,-1.0,0
358,-1.0,-1.0,0
359,1085.4,515.5,1
360,1085.2,516.7,1
