frame,x,y,visible
0,1079.8,578.8,1
1,1082.3,579.9,1
2,1082.3,579.8,1
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,1079.9,579.3,1
7,1080.0,579.2,1
8,1080.2,578.8,1
9,1079.9,578.8,1
10,1079.9,578.8,1
11,1080.3,579.3,1
12,1080.3,579.3,1
13,1079.9,579.6,1
14,1080.0,579.6,1
15,1079.8,579.6,1
16,1079.3,579.7,1
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,1522.5,564.6,1
40,1523.0,564.1,1
41,1523.0,564.1,1
42,1522.9,564.2,1
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,-1.0,-1.0,0
51,-1.0,-1.0,0
52,-1.0,-1.0,0
53,-1.0,-1.0,0
54,-1.0,-1.0,0
55,-1.0,-1.0,0
56,-1.0,-1.0,0
57,-1.0,-1.0,0
58,-1.0,-1.0,0
59,-1.0,-1.0,0
60,-1.0,-1.0,0
61,-1.0,-1.0,0
62,1082.8,580.8,1
63,-1.0,-1.0,0
64,-1.0,-1.0,0
65,-1.0,-1.0,0
66,-1.0,-1.0,0
67,-1.0,-1.0,0
68,-1.0,-1.0,0
69,-1.0,-1.0,0
70,1124.3,441.6,1
71,1124.3,441.6,1
72,-1.0,-1.0,0
73,-1.0,-1.0,0
74,-1.0,-1.0,0
75,-1.0,-1.0,0
76,-1.0,-1.0,0
77,-1.0,-1.0,0
78,-1.0,-1.0,0
79,-1.0,-1.0,0
80,-1.0,-1.0,0
81,-1.0,-1.0,0
82,-1.0,-1.0,0
83,-1.0,-1.0,0
84,-1.0,-1.0,0
85,-1.0,-1.0,0
86,-1.0,-1.0,0
87,-1.0,-1.0,0
88,-1.0,-1.0,0
89,-1.0,-1.0,0
90,-1.0,-1.0,0
91,-1.0,-1.0,0
92,-1.0,-1.0,0
93,-1.0,-1.0,0
94,-1.0,-1.0,0
95,-1.0,-1.0,0
96,-1.0,-1.0,0
97,-1.0,-1.0,0
98,-1.0,-1.0,0
99,-1.0,-1.0,0
100,-1.0,-1.0,0
101,-1.0,-1.0,0
102,-1.0,-1.0,0
103,-1.0,-1.0,0
104,-1.0,-1.0,0
105,-1.0,-1.0,0
106,-1.0,-1.0,0
107,-1.0,-1.0,0
108,-1.0,-1.0,0
109,-1.0,-1.0,0
110,-1.0,-1.0,0
111,1523.6,563.7,1
112,1523.5,563.5,1
113,-1.0,-1.0,0
114,1523.3,563.3,1
115,1523.3,563.3,1
116,1523.4,563.1,1
117,1083.0,580.4,1
118,-1.0,-1.0,0
119,-1.0,-1.0,0
120,-1.0,-1.0,0
121,-1.0,-1.0,0
122,-1.0,-1.0,0
123,1523.7,562.1,1
124,-1.0,-1.0,0
125,-1.0,-1.0,0
126,-1.0,-1.0,0
127,-1.0,-1.0,0
128,-1.0,-1.0,0
129,-1.0,-1.0,0
130,-1.0,-1.0,0
131,1081.9,579.3,1
132,1082.0,579.3,1
133,1082.0,579.3,1
134,-1.0,-1.0,0
135,-1.0,-1.0,0
136,1142.1,434.0,1
137,1142.0,434.0,1
138,1142.0,434.0,1
139,1133.0,430.3,1
140,1133.1,430.1,1
141,1523.3,563.0,1
142,1523.2,562.9,1
143,1523.3,563.0,1
144,-1.0,-1.0,0
145,-1.0,-1.0,0
146,-1.0,-1.0,0
147,-1.0,-1.0,0
148,-1.0,-1.0,0
149,-1.0,-1.0,0
150,-1.0,-1.0,0
151,-1.0,-1.0,0
152,-1.0,-1.0,0
153,-1.0,-1.0,0
154,1523.5,563.3,1
155,1523.7,563.3,1
156,1523.6,563.4,1
157,1523.7,562.7,1
158,1523.7,562.7,1
159,-1.0,-1.0,0
160,-1.0,-1.0,0
161,-1.0,-1.0,0
162,-1.0,-1.0,0
163,-1.0,-1.0,0
164,-1.0,-1.0,0
165,-1.0,-1.0,0
166,-1.0,-1.0,0
167,1522.4,563.4,1
168,1522.5,563.4,1
169,-1.0,-1.0,0
170,-1.0,-1.0,0
171,1522.5,563.9,1
172,1522.6,563.9,1
173,1522.7,563.6,1
174,1522.7,563.4,1
175,1522.6,563.4,1
176,-1.0,-1.0,0
177,-1.0,-1.0,0
178,-1.0,-1.0,0
179,-1.0,-1.0,0
180,-1.0,-1.0,0
181,-1.0,-1.0,0
182,-1.0,-1.0,0
183,-1.0,-1.0,0
184,-1.0,-1.0,0
185,-1.0,-1.0,0
186,916.2,395.8,1
187,-1.0,-1.0,0
188,-1.0,-1.0,0
189,-1.0,-1.0,0
190,-1.0,-1.0,0
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,1080.1,577.9,1
194,1080.0,577.9,1
195,1081.0,578.9,1
196,1082.1,579.6,1
197,1082.1,579.7,1
198,1082.1,579.5,1
199,1081.5,579.9,1
200,-1.0,-1.0,0
201,-1.0,-1.0,0
202,-1.0,-1.0,0
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,-1.0,-1.0,0
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,-1.0,-1.0,0
217,1080.0,578.6,1
218,1080.0,578.9,1
219,1080.3,579.1,1
220,1080.4,579.2,1
221,1080.3,579.2,1
222,-1.0,-1.0,0
223,1080.7,579.4,1
224,-1.0,-1.0,0
225,-1.0,-1.0,0
226,1080.6,579.0,1
227,-1.0,-1.0,0
228,1081.0,578.9,1
229,1081.1,578.9,1
230,1081.1,578.8,1
231,-1.0,-1.0,0
232,-1.0,-1.0,0
233,1080.6,579.4,1
234,1080.6,579.4,1
235,1080.5,579.2,1
236,-1.0,-1.0,0
237,1081.2,577.4,1
238,1083.2,579.4,1
239,1083.2,579.3,1
240,1083.0,579.4,1
241,-1.0,-1.0,0
242,-1.0,-1.0,0
